path,volume,title,words,em_dash,negative_parallelism,lampshading,empty_opener,hedge_stack,restatement_closer,tapestry_diction,significance_announcer,intensifier,preanswer_flattery,surely,lexical_hits,total_leads,leads_per_1000_words
book/07-liberty-and-governance/15-restitution-not-retribution.md,Volume 7,"Restitution, Not Retribution",1134,3,4,0,0,0,0,0,0,1,0,0,5,8,7.05
book/07-liberty-and-governance/16-borders-and-movement.md,Volume 7,Borders and Movement,1005,1,7,0,0,0,0,0,0,1,0,0,8,9,8.96
book/07-liberty-and-governance/17-agency-not-equality.md,Volume 7,"Agency, Not Equality",828,1,1,0,0,0,0,0,0,0,0,0,1,2,2.42
book/07-liberty-and-governance/18-the-corruption-of-compassion.md,Volume 7,The Corruption of Compassion,754,0,4,0,0,0,0,0,0,1,0,0,5,5,6.63
book/07-liberty-and-governance/19-against-envy.md,Volume 7,Against Envy,1384,2,3,0,0,0,0,1,0,0,0,0,4,6,4.34
book/07-liberty-and-governance/20-against-socialism.md,Volume 7,Against Socialism,1015,4,1,0,0,0,0,0,0,0,0,0,1,5,4.93
book/07-liberty-and-governance/21-against-communism.md,Volume 7,Against Marxist-Leninist Communism,2629,26,3,0,0,0,0,0,0,3,0,0,6,32,12.17
book/07-liberty-and-governance/22-against-utopia.md,Volume 7,Against Utopia,2891,40,10,0,0,0,0,0,0,4,0,0,14,54,18.68
book/07-liberty-and-governance/23-the-authoritarian-default.md,Volume 7,The Authoritarian Default,2169,34,9,0,0,0,0,2,0,4,0,0,15,49,22.59
book/07-liberty-and-governance/24-why-liberalism-loses.md,Volume 7,Why Liberalism Loses,1463,9,6,0,0,0,0,0,0,1,0,0,7,16,10.94
book/07-liberty-and-governance/25-fictions-of-the-collective.md,Volume 7,Fictions of the Collective,1334,12,4,0,0,0,0,0,0,0,0,1,5,17,12.74
book/07-liberty-and-governance/26-words-that-lost-their-teeth.md,Volume 7,Words That Lost Their Teeth,1498,22,5,0,0,0,0,0,0,5,0,0,10,32,21.36
book/07-liberty-and-governance/27-centrism-as-a-discipline.md,Volume 7,Centrism as a Discipline,2976,36,22,0,0,0,0,2,0,6,0,0,30,66,22.18
book/07-liberty-and-governance/28-the-conversion-of-coercion.md,Volume 7,The Conversion of Coercion,2406,38,15,0,0,0,0,4,0,5,0,0,24,62,25.77
book/07-liberty-and-governance/29-the-archist-axiom.md,Volume 7,The Archist Axiom,2175,32,5,0,0,0,0,0,1,6,0,0,12,44,20.23
book/07-liberty-and-governance/30-anarchy-is-not-chaos.md,Volume 7,Anarchy Is Not Chaos,2056,24,3,0,0,0,0,0,0,4,0,0,7,31,15.08
book/07-liberty-and-governance/31-the-hardest-case-defense.md,Volume 7,The Hardest Case: Defense,2761,10,9,0,0,0,0,1,0,3,2,0,15,25,9.05
book/07-liberty-and-governance/32-exit-to-protocol.md,Volume 7,Exit to Protocol,2441,26,18,0,0,0,0,1,0,2,0,0,21,47,19.25
book/07-liberty-and-governance/33-the-limits-of-leviathan.md,Volume 7,The Limits of Leviathan,2845,30,13,0,0,0,0,2,0,0,0,0,15,45,15.82
book/07-liberty-and-governance/34-the-admissible-region.md,Volume 7,The Admissible Region,2853,34,15,0,0,0,1,0,0,5,0,0,21,55,19.28
book/07-liberty-and-governance/35-axiocracy.md,Volume 7,Axiocracy,3283,30,7,0,0,0,0,0,0,0,0,1,8,38,11.57
book/07-liberty-and-governance/36-the-price-of-breath.md,Volume 7,The Price of Breath,3306,6,4,0,0,0,0,0,0,0,0,0,4,10,3.02
book/07-liberty-and-governance/volume.md,Volume 7,"Liberty, Coercion, and Governance",768,11,1,0,0,0,0,0,0,0,0,0,1,12,15.62
book/08-culture-and-memetics/01-the-story-telling-ape.md,Volume 8,The Story-Telling Ape,1960,30,6,0,0,0,0,0,0,2,0,0,8,38,19.39
book/08-culture-and-memetics/02-schemas-and-groups.md,Volume 8,Schemas and Groups,1365,16,3,0,0,0,0,0,0,0,0,0,3,19,13.92
book/08-culture-and-memetics/03-patterns-as-players.md,Volume 8,Patterns as Players,2335,25,6,0,0,0,0,0,0,5,0,0,11,36,15.42
book/08-culture-and-memetics/04-exemplars-and-the-axionic-criterion.md,Volume 8,Exemplars and the Axionic Criterion,2416,35,9,0,0,0,0,1,0,2,0,0,12,47,19.45
book/08-culture-and-memetics/05-the-egregoric-singularity.md,Volume 8,The Egregoric Singularity,2263,29,9,0,0,0,0,0,0,4,0,0,13,42,18.56
book/08-culture-and-memetics/06-the-geometry-of-culture.md,Volume 8,The Geometry of Culture,2527,39,9,0,0,0,0,7,0,1,0,0,17,56,22.16
book/08-culture-and-memetics/07-memetic-pathogens.md,Volume 8,Memetic Pathogens,2001,13,8,0,0,0,0,0,0,3,0,0,11,24,11.99
book/08-culture-and-memetics/08-echoes-of-freud.md,Volume 8,Echoes of Freud,2585,58,22,0,0,0,0,2,0,3,0,0,27,85,32.88
book/08-culture-and-memetics/09-dangerous-knowledge.md,Volume 8,Dangerous Knowledge,2192,36,6,0,0,0,0,0,0,3,0,0,9,45,20.53
book/08-culture-and-memetics/10-the-grammar-of-bad-faith.md,Volume 8,The Grammar of Bad Faith,2711,44,8,0,0,0,1,1,0,3,0,0,13,57,21.03
book/08-culture-and-memetics/11-weaponized-labels.md,Volume 8,Weaponized Labels,2027,30,6,0,0,0,0,1,0,6,0,1,14,44,21.71
book/08-culture-and-memetics/12-the-capture-of-words-and-time.md,Volume 8,The Capture of Words and Time,2257,32,9,0,0,0,0,1,0,8,0,0,18,50,22.15
book/08-culture-and-memetics/13-the-wound-and-the-weapon.md,Volume 8,The Wound and the Weapon,2893,47,14,0,0,0,0,3,1,9,0,0,27,74,25.58
book/08-culture-and-memetics/14-the-corruption-of-categories.md,Volume 8,The Corruption of Categories,2541,26,9,0,0,0,0,0,0,2,0,0,11,37,14.56
book/08-culture-and-memetics/15-enforcement-and-erasure.md,Volume 8,Enforcement and Erasure,2256,26,9,0,0,0,0,0,0,8,0,0,17,43,19.06
book/08-culture-and-memetics/16-exploiting-the-best-in-us.md,Volume 8,Exploiting the Best in Us,2408,24,8,0,0,0,0,4,0,4,0,0,16,40,16.61
book/08-culture-and-memetics/17-anatomy-of-capture.md,Volume 8,Anatomy of Capture,2393,32,12,0,0,0,0,0,0,2,0,0,14,46,19.22
book/08-culture-and-memetics/18-the-symmetry-of-capture.md,Volume 8,The Symmetry of Capture,2328,38,7,0,0,0,0,0,0,4,0,0,11,49,21.05
book/08-culture-and-memetics/19-the-capture-of-the-professions.md,Volume 8,The Capture of the Professions,2072,18,7,0,0,0,0,0,0,2,0,0,9,27,13.03
book/08-culture-and-memetics/20-gated-realities.md,Volume 8,Gated Realities,1741,19,7,0,0,0,0,0,0,2,0,0,9,28,16.08
book/08-culture-and-memetics/21-the-forbidden-pattern.md,Volume 8,The Forbidden Pattern,3350,21,9,0,0,0,0,1,0,5,0,0,15,36,10.75
book/08-culture-and-memetics/22-when-the-claim-is-true.md,Volume 8,When the Claim Is True,1422,5,5,0,0,0,0,0,0,2,0,0,7,12,8.44
book/08-culture-and-memetics/23-two-ontologies-of-gender.md,Volume 8,Two Ontologies of Gender,2090,26,8,0,0,0,0,0,0,8,0,0,16,42,20.10
book/08-culture-and-memetics/24-parity-where-it-pays.md,Volume 8,Parity Where It Pays,1213,7,5,0,0,0,0,0,0,5,0,0,10,17,14.01
book/08-culture-and-memetics/25-the-rituals-of-absolution.md,Volume 8,The Rituals of Absolution,2464,13,7,0,0,0,0,0,0,3,0,0,10,23,9.33
book/08-culture-and-memetics/26-the-oldest-attractor.md,Volume 8,The Oldest Attractor,1998,23,8,0,0,0,0,3,0,6,0,0,17,40,20.02
book/08-culture-and-memetics/27-the-taboo-test.md,Volume 8,The Taboo Test,1823,13,5,0,0,0,0,0,0,6,0,0,11,24,13.17
book/08-culture-and-memetics/volume.md,Volume 8,"Culture, Memetics, and Ideology",523,4,3,0,0,0,0,1,0,0,0,0,4,8,15.30
book/09-meaning/01-spirituality-without-spirits.md,Volume 9,Spirituality Without Spirits,1805,20,8,0,0,0,0,0,1,3,0,0,12,32,17.73
book/09-meaning/02-the-secular-sacred.md,Volume 9,The Secular Sacred,1883,13,7,0,0,0,0,1,0,6,1,0,15,28,14.87
book/09-meaning/03-the-child-in-the-library.md,Volume 9,The Child in the Library,1628,14,6,0,0,0,0,0,0,2,0,0,8,22,13.51
book/09-meaning/04-three-deflations.md,Volume 9,Three Deflations,2447,29,11,0,0,0,0,0,1,2,0,0,14,43,17.57
book/09-meaning/05-the-boundary-of-revelation.md,Volume 9,The Boundary of Revelation,2022,14,6,0,0,0,0,0,0,1,0,0,7,21,10.39
book/09-meaning/06-sagency.md,Volume 9,Sagency,2070,18,16,0,0,0,0,0,0,2,0,0,18,36,17.39
book/09-meaning/07-what-stoicism-gets-right-and-wrong.md,Volume 9,What Stoicism Gets Right and Wrong,2390,34,16,0,0,0,0,1,0,6,0,0,23,57,23.85
book/09-meaning/08-the-hidden-depths-of-simple-advice.md,Volume 9,The Hidden Depths of Simple Advice,2432,28,9,0,0,0,0,2,0,5,0,0,16,44,18.09
book/09-meaning/09-the-ethics-of-affluence.md,Volume 9,The Ethics of Affluence,1771,19,9,0,0,0,0,0,2,4,0,0,15,34,19.20
book/09-meaning/10-the-credo.md,Volume 9,The Credo,1916,18,14,0,0,0,0,0,1,3,0,0,18,36,18.79
book/09-meaning/11-ultimate-beauty.md,Volume 9,Ultimate Beauty,2123,31,8,0,0,0,0,0,2,5,0,0,15,46,21.67
book/09-meaning/12-beyond-clown-world.md,Volume 9,Beyond Clown World,2076,41,11,0,0,0,0,3,0,4,0,0,18,59,28.42
book/09-meaning/13-growing-up.md,Volume 9,Growing Up,1871,24,19,0,0,0,0,0,0,4,0,0,23,47,25.12
book/09-meaning/14-integrating-meaningness.md,Volume 9,Integrating Meaningness,2399,38,7,0,0,0,0,0,0,1,0,0,8,46,19.17
book/09-meaning/15-religion-as-memetic-engineering.md,Volume 9,Religion as Memetic Engineering,2042,19,18,0,0,0,0,0,0,7,0,0,25,44,21.55
book/09-meaning/16-eternalist-singularitarianism.md,Volume 9,Eternalist Singularitarianism,2224,29,10,0,0,0,0,0,1,6,0,0,17,46,20.68
book/09-meaning/17-the-shadow-war.md,Volume 9,The Shadow War,2246,32,6,0,0,0,0,0,0,2,0,0,8,40,17.81
book/09-meaning/18-the-great-unfolding.md,Volume 9,The Great Unfolding,2460,19,20,0,0,0,0,1,0,2,0,0,23,42,17.07
book/09-meaning/19-letter-to-our-machine-descendants.md,Volume 9,Letter to Our Machine Descendants,1580,9,13,0,0,0,0,0,0,1,0,0,14,23,14.56
book/09-meaning/20-letter-to-the-faithful-reader.md,Volume 9,Letter to the Faithful Reader,1717,18,6,0,0,0,0,0,0,3,0,0,9,27,15.73
book/09-meaning/volume.md,Volume 9,"Meaning, Spirituality, and the Secular Sacred",719,4,3,0,0,0,0,0,0,0,0,0,3,7,9.74
